不_d ,_w 12243_m 
风撼月_n ,_w 2_m 
笑萦簪组_n ,_w 2_m 
今犹_t ,_w 2_m 
吟成_v ,_w 2_m 
毕备_a ,_w 2_m 
莫_d 怕_v 鬓霜_n ,_w 2_m 
万_m 山分_n ,_w 2_m 
孤光必_id ,_w 2_m 
照君_v ,_w 2_m 
非众语_a ,_w 2_m 
月阁_n ,_w 2_m 
欹眠夜_t ,_w 2_m 
德厚_a ,_w 2_m 
沈思心_np ,_w 2_m 
长_a 天_n ,_w 2_m 
二气_a ,_w 2_m 
举目无平地_id ,_w 2_m 
恋_v 直钩_v ,_w 2_m 
孤钟鸣_id ,_w 2_m 
落中流_id ,_w 2_m 
忆鸱_v ,_w 2_m 
定难_v ,_w 2_m 
明略_n ,_w 2_m 
劳战争_n ,_w 2_m 
军夜_n ,_w 2_m 
殊_d 易_a 老_a ,_w 2_m 
新_d 发_v ,_w 2_m 
早年_t 生_v ,_w 2_m 
支颐_v 忍_v ,_w 2_m 
王粲实可重_id ,_w 2_m 
保合_v ,_w 2_m 
卧边亭_n ,_w 2_m 
梦_n 魂_n 空_v ,_w 2_m 
乳鹤静宜_id ,_w 2_m 
蓬身_v ,_w 2_m 
愁兴_n ,_w 2_m 
晓韵_n ,_w 2_m 
侵春_v 角_n ,_w 2_m 
心燃_v ,_w 2_m 
泪结_n ,_w 2_m 
煦育诚_np ,_w 2_m 
桑柘瘦_np ,_w 2_m 
平空堑_n ,_w 2_m 
闲言_n ,_w 2_m 
仪泰_n ,_w 2_m 
惟宁_ns ,_w 2_m 
成容_v ,_w 2_m 
著瓦_a 雨声_n ,_w 2_m 
低_a 覆_g 草_n ,_w 2_m 
洋源牧_n ,_w 2_m 
心侔_n ,_w 2_m 
遥夜独_id ,_w 2_m 
寂寥庭_n ,_w 2_m 
亲朋散_n ,_w 2_m 
沧海空_id ,_w 2_m 
归怀_v ,_w 2_m 
久_a 戍尽_v 休眠_v ,_w 2_m 
开眸_v ,_w 2_m 
钟鼓_v 喧离室_n ,_w 2_m 
晓榆_v ,_w 2_m 
轻_a 柳_g 暗_a 飞_v 霜_n ,_w 2_m 
转镜_n ,_w 2_m 
游故_n ,_w 2_m 
小沛_a ,_w 2_m 
关随_v ,_w 2_m 
轻烟覆流水_id ,_w 2_m 
停猿树_n ,_w 2_m 
浴鹤泉_np ,_w 2_m 
愁落_n ,_w 2_m 
理论_n ,_w 2_m 
分荐_v ,_w 2_m 
幽禅_a ,_w 2_m 
玉币_n ,_w 2_m 
青青桂_j ,_w 2_m 
半庭竹_n ,_w 2_m 
香终_n ,_w 2_m 
传衣者_n ,_w 2_m 
土调_n 春令_n ,_w 2_m 
齐安郡_ns ,_w 2_m 
孤城_n 百_m 战_g 残_a ,_w 2_m 
林有虎_np ,_w 2_m 
郭县_ns ,_w 2_m 
脂腻_a ,_w 2_m 
肠结_v ,_w 2_m 
曹署_v ,_w 2_m 
年瑞_q ,_w 2_m 
自兹率_n ,_w 2_m 
畅禽鱼_n ,_w 2_m 
无况_n ,_w 2_m 
孟间_np ,_w 2_m 
翠敛_v ,_w 2_m 
荒诛_v ,_w 2_m 
宋玉茅_np ,_w 2_m 
寇馀_v ,_w 2_m 
无故_d 物_g ,_w 2_m 
时薄_a ,_w 2_m 
饥雏_n ,_w 2_m 
坏巢_n ,_w 2_m 
灵坛_n ,_w 2_m 
危梁_n 枕路岐_n ,_w 2_m 
自友_v ,_w 2_m 
直须论_n ,_w 2_m 
逞文词_n ,_w 2_m 
执戟君乡_ns ,_w 2_m 
水_n 梳苔_v ,_w 2_m 
题凤_v ,_w 2_m 
肤音_n ,_w 2_m 
胜蛙_n ,_w 2_m 
摅抱_v ,_w 2_m 
江阔奈_id ,_w 2_m 
薜萝色_n ,_w 2_m 
山苔_n ,_w 2_m 
复腊雪_n ,_w 2_m 
无航_v ,_w 2_m 
邹孟子_np ,_w 2_m 
奉梁_ns ,_w 2_m 
悲巨_a 室_n ,_w 2_m 
树解_v ,_w 2_m 
城遗_n ,_w 2_m 
御史乌_n ,_w 2_m 
齐始_v ,_w 2_m 
倾酌_v ,_w 2_m 
宰邑惭_ns ,_w 2_m 
良术_n ,_w 2_m 
文愧_n ,_w 2_m 
长委_j ,_w 2_m 
争奈渐_id ,_w 2_m 
何域_n ,_w 2_m 
灵驾_a ,_w 2_m 
家遁_n ,_w 2_m 
苏门节_n ,_w 2_m 
窗晓鸡_n ,_w 2_m 
谭倦_np ,_w 2_m 
庭秋_t 蝶梦阑_n ,_w 2_m 
山矜薄暮_id ,_w 2_m 
柳怯_a ,_w 2_m 
病_n 里_f 见_v ,_w 2_m 
宜行庆_n ,_w 2_m 
恨_v 东流_n ,_w 2_m 
荒坟墓_n ,_w 2_m 
生肯_v ,_w 2_m 
伴_v 西子_n ,_w 2_m 
长历_n ,_w 2_m 
旷野云_n ,_w 2_m 
空庭雨_n ,_w 2_m 
始寒_n ,_w 2_m 
簟席若为安_id ,_w 2_m 
浮世知_np ,_w 2_m 
发彩_v ,_w 2_m 
何微_d 细_a ,_w 2_m 
车_n 公业_n ,_w 2_m 
肯长_n ,_w 2_m 
夜月_t 色可掬_id ,_w 2_m 
分寇_v ,_w 2_m 
背冷金_id ,_w 2_m 
蟾滑_n ,_w 2_m 
毛寒玉_np ,_w 2_m 
兔顽_n ,_w 2_m 
长寡老_id ,_w 2_m 
百卉摇_id ,_w 2_m 
偶病_v ,_w 2_m 
贫得_a ,_w 2_m 
倚帘_n ,_w 2_m 
高柳弱_np ,_w 2_m 
露小_a 桃夭_n ,_w 2_m 
轻_a 飙掠_v ,_w 2_m 
惨关河_ns ,_w 2_m 
汉亦_np ,_w 2_m 
别情流水急_id ,_w 2_m 
归梦故_id ,_w 2_m 
游分_n ,_w 2_m 
漂露_v ,_w 2_m 
金_a 屋_n 远_a ,_w 2_m 
语劳_n ,_w 2_m 
王_np 刀笔_n ,_w 2_m 
写尔_q ,_w 2_m 
舞巧_n ,_w 2_m 
黄雀虑_ns ,_w 2_m 
叶况_n ,_w 2_m 
粘唇_n ,_w 2_m 
江_n 浦思_v ,_w 2_m 
梧桐暗_ns ,_w 2_m 
晴复_v ,_w 2_m 
兼非_v ,_w 2_m 
金屋梦_n ,_w 2_m 
奈长_v ,_w 2_m 
醆空_v ,_w 2_m 
讥笑_v ,_w 2_m 
枕路隅_n ,_w 2_m 
壁甃_n ,_w 2_m 
复椒_v ,_w 2_m 
通帘柙_n ,_w 2_m 
怜芍药_n ,_w 2_m 
试问年_t ,_w 2_m 
堂试_v ,_w 2_m 
病怜_v ,_w 2_m 
应_v 节_n ,_w 2_m 
微穆敷华_np ,_w 2_m 
苍霄_n ,_w 2_m 
幽根_n ,_w 2_m 
浑不觉_id ,_w 2_m 
骄客_a ,_w 2_m 
净_d 春_g ,_w 2_m 
消茗困_id ,_w 2_m 
索句_q ,_w 2_m 
古驿亭_ns ,_w 2_m 
残岁白_id ,_w 2_m 
儿曹_n ,_w 2_m 
丁宁速_np ,_w 2_m 
栗试砂瓶_n ,_w 2_m 
搜客_v ,_w 2_m 
沈沈_j 雨_n ,_w 2_m 
洗年_t ,_w 2_m 
残林生_n ,_w 2_m 
猎迹_n ,_w 2_m 
杯浆_n ,_w 2_m 
夜久烛_id ,_w 2_m 
凄声_a 生_v ,_w 2_m 
黄叶_n 归_v 田_n ,_w 2_m 
似_g 此_r 同襟_n ,_w 2_m 
托根蟠_np ,_w 2_m 
干蚀_v ,_w 2_m 
山泽_n 间_f ,_w 2_m 
无_v 梁_n 栋材_n ,_w 2_m 
胡不纫_id ,_w 2_m 
幽香蔼_n ,_w 2_m 
谢庭漫_np ,_w 2_m 
楚畹_n ,_w 2_m 
青风_n ,_w 2_m 
自_p 年年_q ,_w 2_m 
吹_v 遍_v 天涯_n ,_w 2_m 
谷树村_ns ,_w 2_m 
青山时_t ,_w 2_m 
自_r 知门_n ,_w 2_m 
苜蓿穷_n ,_w 2_m 
知弃_v ,_w 2_m 
席许_v ,_w 2_m 
频温_n ,_w 2_m 
风露凉_id ,_w 2_m 
绿珠醉_n ,_w 2_m 
珠_j 帐夜_n ,_w 2_m 
鹏程_n ,_w 2_m 
一_m 千钟_q ,_w 2_m 
国浓_a ,_w 2_m 
翻新_v 调_v ,_w 2_m 
正酣_a ,_w 2_m 
俊乂_n ,_w 2_m 
厕用_v ,_w 2_m 
野_a 无遗_v ,_w 2_m 
喜赓_v ,_w 2_m 
良际_n ,_w 2_m 
淹素志_n ,_w 2_m 
长_a 坂入_v ,_w 2_m 
独异群_n ,_w 2_m 
动轻素_n ,_w 2_m 
珰月_t ,_w 2_m 
中_f 堕_v ,_w 2_m 
约伴_v ,_w 2_m 
青径_n ,_w 2_m 
遽践_v ,_w 2_m 
满_a 涧_g ,_w 2_m 
洗岩液_n ,_w 2_m 
石牙_ns ,_w 2_m 
炉_g 寒馀_n ,_w 2_m 
架静_a ,_w 2_m 
逃兵日_t ,_w 2_m 
门_n 多贵_a ,_w 2_m 
雪身_n ,_w 2_m 
交犹_v ,_w 2_m 
别号_n ,_w 2_m 
行鸣雁_n ,_w 2_m 
遗编感_n ,_w 2_m 
著古_a ,_w 2_m 
挽君_n ,_w 2_m 
懒仕_v ,_w 2_m 
东_f 野别_n ,_w 2_m 
私谥_n ,_w 2_m 
高高山顶寺_ns ,_w 2_m 
起松_a ,_w 2_m 
鸣屋_v ,_w 2_m 
百溪津_ns ,_w 2_m 
乞兰_ns ,_w 2_m 
花供_n ,_w 2_m 
愁鬓丁_n ,_w 2_m 
年白_n ,_w 2_m 
丙夜青_n ,_w 2_m 
惊戍鼓_id ,_w 2_m 
邮铃_n ,_w 2_m 
汹城_ns ,_w 2_m 
喷海_n ,_w 2_m 
漏星_n ,_w 2_m 
相_d 守慰_v ,_w 2_m 
摇_v 欲_d 落_v ,_w 2_m 
膝痺_n ,_w 2_m 
挛_n ,_w 2_m 
非时彦_a ,_w 2_m 
无_v 闻惜_v ,_w 2_m 
终_d 见_v 恶_a ,_w 2_m 
忍舍_n ,_w 2_m 
潼关路_ns ,_w 2_m 
人事_n 改_v ,_w 2_m 
鬓毛侵_n ,_w 2_m 
花染_v ,_w 2_m 
葵倾_a ,_w 2_m 
别情深_id ,_w 2_m 
两鬓尘_n ,_w 2_m 
贪名笑_id ,_w 2_m 
吴起_np ,_w 2_m 
国叹_v ,_w 2_m 
托兴_v ,_w 2_m 
迎绮_v ,_w 2_m 
江湖分_t ,_w 2_m 
云净山_ns ,_w 2_m 
浮翠_a ,_w 2_m 
人_n 行俱_v ,_w 2_m 
舟_n 住_v ,_w 2_m 
危矶_n ,_w 2_m 
空悬镜_n ,_w 2_m 
漫补_v ,_w 2_m 
可怜_v 双_m ,_w 2_m 
千古断斜晖_id ,_w 2_m 
日_j 晚_g 宿_g ,_w 2_m 
留城_ns ,_w 2_m 
一_m 犬吠荒村_ns ,_w 2_m 
新篘_n ,_w 2_m 
酒带_n ,_w 2_m 
崖下_t ,_w 2_m 
孤_g 眠叹_v ,_w 2_m 
牵别_v 恨_v ,_w 2_m 
久_a 怀声_n ,_w 2_m 
宦路终_id ,_w 2_m 
亲帏_n ,_w 2_m 
贾太傅_np ,_w 2_m 
下马天未明_id ,_w 2_m 
顷刻山_ns ,_w 2_m 
鸡犬寂无声_id ,_w 2_m 
髯_g 冻布_v ,_w 2_m 
袍湿_a ,_w 2_m 
不可_v 缓_v ,_w 2_m 
巅望_v ,_w 2_m 
浮夜雨_n ,_w 2_m 
巴蜀暝_ns ,_w 2_m 
根同峙_np ,_w 2_m 
嵩衡脉_n ,_w 2_m 
共联_v ,_w 2_m 
贫贱_a 如_v ,_w 2_m 
觉少_v ,_w 2_m 
时士_n ,_w 2_m 
势歇_n ,_w 2_m 
无所归_id ,_w 2_m 
行其素_id ,_w 2_m 
奈寒饥_np ,_w 2_m 
来往_v 无华轩_ns ,_w 2_m 
菘郁_a ,_w 2_m 
桑柘浮_np ,_w 2_m 
智计_n ,_w 2_m 
奸_e ,_w 2_m 
择胜_v ,_w 2_m 
樵牧徒_n ,_w 2_m 
混混_v ,_w 2_m 
愚贤_a ,_w 2_m 
听之不能寐_id ,_w 2_m 
怨叹_v 音_n ,_w 2_m 
磈砢_v ,_w 2_m 
敷席_n ,_w 2_m 
大_a 度士_n ,_w 2_m 
相倡_v ,_w 2_m 
慰此霜_id ,_w 2_m 
涉事_v ,_w 2_m 
巡避_v ,_w 2_m 
喜计_v ,_w 2_m 
虑周_t ,_w 2_m 
微劳_a ,_w 2_m 
消厚疚_a ,_w 2_m 
残辱_v ,_w 2_m 
下安_t ,_w 2_m 
勇懦_a ,_w 2_m 
重畎_v ,_w 2_m 
德成禄_np ,_w 2_m 
释耒列_np ,_w 2_m 
饔餐_n ,_w 2_m 
世耻_n ,_w 2_m 
呼脱_v ,_w 2_m 
生千_n ,_w 2_m 
此愧_r ,_w 2_m 
农倘_n ,_w 2_m 
村郊_s ,_w 2_m 
垢头_n ,_w 2_m 
待工_v ,_w 2_m 
叟诮_v ,_w 2_m 
恨道_d 不_d 通_v ,_w 2_m 
譊譊者_n ,_w 2_m 
拜野_v ,_w 2_m 
负米吾愿_id ,_w 2_m 
秋事荒_n ,_w 2_m 
籴仰_v ,_w 2_m 
健者_n ,_w 2_m 
什_v 百_m ,_w 2_m 
朋俦_v ,_w 2_m 
众同喜忧_id ,_w 2_m 
劳邻曲_n ,_w 2_m 
采诗者_n ,_w 2_m 
修何_v ,_w 2_m 
騄骥_n 初_f ,_w 2_m 
趫腾_v ,_w 2_m 
帖然_a ,_w 2_m 
困蚊_a ,_w 2_m 
豪鲸逸其穴_id ,_w 2_m 
鳖交_v ,_w 2_m 
翕张_n ,_w 2_m 
无怵_v ,_w 2_m 
迫忧_v ,_w 2_m 
聊复曲吾肱_id ,_w 2_m 
百金珍_id ,_w 2_m 
豫章值_n ,_w 2_m 
拥辏_v ,_w 2_m 
供蒸薪_id ,_w 2_m 
适用_a ,_w 2_m 
寡求_n ,_w 2_m 
鲍叔拙_np ,_w 2_m 
羁鲁_a ,_w 2_m 
扳_v 援际_n ,_w 2_m 
辞翦_v ,_w 2_m 
胸中尘_id ,_w 2_m 
极目空怀人_id ,_w 2_m 
黄著_n ,_w 2_m 
倾泻芳_id ,_w 2_m 
旅况_n ,_w 2_m 
望海波_np ,_w 2_m 
鹤鸣九皋_id ,_w 2_m 
括_v ,_w 2_m 
眄眄_v ,_w 2_m 
鹧鸪空_n ,_w 2_m 
山兵_n ,_w 2_m 
迫夜_v ,_w 2_m 
冲寒托_n ,_w 2_m 
软巾_n ,_w 2_m 
疏率_n ,_w 2_m 
馔殽真_np ,_w 2_m 
徐元直_np ,_w 2_m 
高风自可亲_id ,_w 2_m 
近_a 山_n ,_w 2_m 
帚长_n ,_w 2_m 
尔觉_n ,_w 2_m 
自相忘_id ,_w 2_m 
遣_g 此_r ,_w 2_m 
怀春_ns 伤_v ,_w 2_m 
湿微凉_a ,_w 2_m 
风雨集_n ,_w 2_m 
调露_v 初_f ,_w 2_m 
东云_n ,_w 2_m 
帆_n 端翔_v ,_w 2_m 
骄云飞_id ,_w 2_m 
平生官_n ,_w 2_m 
田粟_n ,_w 2_m 
长_a 此_r 礼义躯_n ,_w 2_m 
勿戚_n ,_w 2_m 
饱任_v ,_w 2_m 
青青_a 泽_g ,_w 2_m 
中蒲_ns ,_w 2_m 
凄寒_a ,_w 2_m 
翾翾翠_id ,_w 2_m 
碧羽_n ,_w 2_m 
苍溪_ns ,_w 2_m 
薄_a 天下_n ,_w 2_m 
俗士荣_np ,_w 2_m 
一_m 官_n ,_w 2_m 
全良独_a ,_w 2_m 
无公忧_v ,_w 2_m 
蚊蝇_n ,_w 2_m 
妒嫉_v ,_w 2_m 
麾驱_n 非吾任_a ,_w 2_m 
遁避_v ,_w 2_m 
当俟_v ,_w 2_m 
其_r 定_v ,_w 2_m 
静坐万虑_id 一_m ,_w 2_m 
树生_n ,_w 2_m 
昼凉_a ,_w 2_m 
孤舟唤_a ,_w 2_m 
疃_n ,_w 2_m 
俯清流_id ,_w 2_m 
一_m 犬_q 隔花吠_n ,_w 2_m 
惊迓叙_id ,_w 2_m 
延款_v ,_w 2_m 
擘紫_a 虾_n ,_w 2_m 
鲤斫_n ,_w 2_m 
银鲙_n ,_w 2_m 
菜青_n ,_w 2_m 
丝脆_a ,_w 2_m 
酒击_v ,_w 2_m 
泥_n 封_v ,_w 2_m 
深杯_v ,_w 2_m 
渺烟_n ,_w 2_m 
南明山_ns ,_w 2_m 
南明寺_ns ,_w 2_m 
逐扰_v ,_w 2_m 
鸣辔忽_a ,_w 2_m 
乘兴乐_id ,_w 2_m 
水渡_n ,_w 2_m 
迢遥翠_a ,_w 2_m 
锁峰_n ,_w 2_m 
暗溪嘴_ns ,_w 2_m 
长_a 藤络虚岩_n ,_w 2_m 
拱梵_v ,_w 2_m 
廊宇_n ,_w 2_m 
卧秋溟_id ,_w 2_m 
凫钟展_n ,_w 2_m 
檐语_n ,_w 2_m 
结苔_v ,_w 2_m 
羊肠转咫尺_id ,_w 2_m 
香分_n ,_w 2_m 
宿火薰_n ,_w 2_m 
茶汲_n ,_w 2_m 
闲息万机_id ,_w 2_m 
宿契_a ,_w 2_m 
担瓮_v ,_w 2_m 
倒芳醑_id ,_w 2_m 
脱冠_v ,_w 2_m 
藉凭倚_id ,_w 2_m 
劳营营_id ,_w 2_m 
阄令_n ,_w 2_m 
忘尔汝_np ,_w 2_m 
吼蒲牢_id ,_w 2_m 
古溪水_n ,_w 2_m 
红烁烁_a ,_w 2_m 
狼藉馀_id ,_w 2_m 
朱颜人_n ,_w 2_m 
多_a 金_g ,_w 2_m 
自相识_id ,_w 2_m 
缣缃_v ,_w 2_m 
鹭鼓_n ,_w 2_m 
折树_v ,_w 2_m 
留静者_n ,_w 2_m 
桐庐江_ns ,_w 2_m 
钓舟春_np ,_w 2_m 
恨颜_v ,_w 2_m 
云碛_n ,_w 2_m 
力耕者_n ,_w 2_m 
年韶_n ,_w 2_m 
藓侵_v ,_w 2_m 
灯晓_v ,_w 2_m 
凄凉_a 怀_v ,_w 2_m 
弥入_v ,_w 2_m 
舞属_n ,_w 2_m 
籥_n ,_w 2_m 
大尹_n ,_w 2_m 
隔_v 御_n 沟_n ,_w 2_m 
琴鹤_n ,_w 2_m 
福具_n ,_w 2_m 
卜隐_np ,_w 2_m 
鉴貌_n ,_w 2_m 
多事日_n ,_w 2_m 
疏篷_v ,_w 2_m 
光彻_a ,_w 2_m 
轮满_v ,_w 2_m 
九_m 功咸_n ,_w 2_m 
省署_n ,_w 2_m 
羽初_t ,_w 2_m 
寿山_ns ,_w 2_m 
移国_v ,_w 2_m 
流歌_v ,_w 2_m 
见容_v ,_w 2_m 
执籥_v ,_w 2_m 
花休_v ,_w 2_m 
英发_j ,_w 2_m 
吟残_v ,_w 2_m 
随众_n ,_w 2_m 
摐金会_n ,_w 2_m 
成_v 晚_g ,_w 2_m 
孤舟方_n ,_w 2_m 
讵可论_n ,_w 2_m 
拊石_n ,_w 2_m 
独游时_t ,_w 2_m 
夕露_v ,_w 2_m 
静少_v ,_w 2_m 
搔_j 首_m 独_q ,_w 2_m 
名利_n 路_n ,_w 2_m 
俎歌_n ,_w 2_m 
本图_r ,_w 2_m 
知_v 江_n ,_w 2_m 
藏合_v ,_w 2_m 
春寒宜_id ,_w 2_m 
危时_t 见_v ,_w 2_m 
世休_v ,_w 2_m 
独_d 说_v 济_j 川_j 舟_n ,_w 2_m 
途迟_v ,_w 2_m 
转垂丝_n ,_w 2_m 
少安处_n ,_w 2_m 
稳时_t ,_w 2_m 
独敛_v ,_w 2_m 
问隅_n ,_w 2_m 
目_g 随_v 棋_n ,_w 2_m 
客静_n ,_w 2_m 
城衔日_t ,_w 2_m 
残虹雨_n ,_w 2_m 
思晤语_nz ,_w 2_m 
何_r 夕款_n ,_w 2_m 
电尾_n ,_w 2_m 
急点_n ,_w 2_m 
溅池_ns ,_w 2_m 
微烟昏_id ,_w 2_m 
凉氛_n ,_w 2_m 
祲消_v ,_w 2_m 
暑退松_np ,_w 2_m 
篁健_a ,_w 2_m 
丛蓼亚_ns ,_w 2_m 
赪茸_n ,_w 2_m 
翻_v 绿扇_n ,_w 2_m 
逸趣_n ,_w 2_m 
余探_n ,_w 2_m 
胸中_s 久_a ,_w 2_m 
景寂_a ,_w 2_m 
陈觞荐_np ,_w 2_m 
韵高无俗情_id ,_w 2_m 
冰雪解_n ,_w 2_m 
波澜生_n ,_w 2_m 
暑雨_t 洒_v ,_w 2_m 
风吹日华_id ,_w 2_m 
瞬龙_n ,_w 2_m 
惊汗漫_id ,_w 2_m 
翥凤綷_np 云霞_n ,_w 2_m 
悬圃珠_n ,_w 2_m 
天池玉_id ,_w 2_m 
十枝炎_n ,_w 2_m 
纯_a 阳_g 入_v ,_w 2_m 
鸾霄_n ,_w 2_m 
瑞彩生_n ,_w 2_m 
岳灵分_t ,_w 2_m 
仙卫_v ,_w 2_m 
借_v 神_n 兵_n ,_w 2_m 
平衡_a ,_w 2_m 
覆小池_n ,_w 2_m 
能妨_v ,_w 2_m 
因_p 遣_g ,_w 2_m 
栖禽欲_id ,_w 2_m 
无障处_n ,_w 2_m 
蒙闭_v ,_w 2_m 
鹭怜_v ,_w 2_m 
泥鳅_n ,_w 2_m 
畏日曦_np ,_w 2_m 
宽春_t ,_w 2_m 
晚山眉_n ,_w 2_m 
阶明日_t ,_w 2_m 
上基_v ,_w 2_m 
弊事_n ,_w 2_m 
晓景山_ns ,_w 2_m 
河爽_a ,_w 2_m 
闲_a 居巷_n ,_w 2_m 
陌清_a ,_w 2_m 
散馀_v ,_w 2_m 
汲水人_n ,_w 2_m 
燕暂_a ,_w 2_m 
圆隙_n ,_w 2_m 
白_a 于_p 鹅_n ,_w 2_m 
雷鼓_n 答_v 天_n 成_v ,_w 2_m 
茶歌_n ,_w 2_m 
积阴生_n ,_w 2_m 
此类_r ,_w 2_m 
非_d 无惜_v ,_w 2_m 
粉焰_n ,_w 2_m 
扑兰_o ,_w 2_m 
膏沸_v ,_w 2_m 
非_d 天弃_v ,_w 2_m 
追_v 凉山寺_ns ,_w 2_m 
静_a 阴生_n ,_w 2_m 
运塞_v ,_w 2_m 
维窄_np ,_w 2_m 
气苏_n ,_w 2_m 
天宇_n 空_v ,_w 2_m 
冥冥鸿_id ,_w 2_m 
忽_d 构兵_v ,_w 2_m 
诛乱_v ,_w 2_m 
不无名_id ,_w 2_m 
鼠须_n ,_w 2_m 
防误_v ,_w 2_m 
鸡_n 莫_d 惮惊_v ,_w 2_m 
末策_n ,_w 2_m 
朝廷物_n ,_w 2_m 
论生_v ,_w 2_m 
果闻_n ,_w 2_m 
缢_n ,_w 2_m 
旋睹_v ,_w 2_m 
藁街_n ,_w 2_m 
帝怒今_id ,_w 2_m 
俱_g 以此_d ,_w 2_m 
宠辱齐_id ,_w 2_m 
丹抱_n ,_w 2_m 
凌鲁济_np ,_w 2_m 
恶洁_a ,_w 2_m 
助泾_v ,_w 2_m 
今如晦_t ,_w 2_m 
临夜_v ,_w 2_m 
极意_n ,_w 2_m 
倾潋_v ,_w 2_m 
钗鱼玉_n ,_w 2_m 
镂鳞_v ,_w 2_m 
灵应_ns ,_w 2_m 
武子_n ,_w 2_m 
前_f 汀_v ,_w 2_m 
远汀_v ,_w 2_m 
移宿鸟_n ,_w 2_m 
惨离颜_id ,_w 2_m 
楚塞长_id ,_w 2_m 
棋残_n ,_w 2_m 
逐_g 边_f ,_w 2_m 
有士_n ,_w 2_m 
腊辞_n ,_w 2_m 
符帝_np ,_w 2_m 
独杵_a ,_w 2_m 
如束_v ,_w 2_m 
烛明_n ,_w 2_m 
彩匀_n ,_w 2_m 
舞递_v ,_w 2_m 
安歌率_n ,_w 2_m 
此条_r ,_w 2_m 
攀何_v ,_w 2_m 
易生_v ,_w 2_m 
乘宫_n ,_w 2_m 
御征_n ,_w 2_m 
行愁_v ,_w 2_m 
遇真_v ,_w 2_m 
眊扬_v ,_w 2_m 
花香_n 异_g ,_w 2_m 
难得_a 友_g ,_w 2_m 
喜逢君_id ,_w 2_m 
岳面云_np ,_w 2_m 
歌葆_n ,_w 2_m 
忍话离群_id ,_w 2_m 
麻川_ns ,_w 2_m 
僧屋_n ,_w 2_m 
朋人_n ,_w 2_m 
第尽_m ,_w 2_m 
长安_nz 不_d 觉_v 远_a ,_w 2_m 
期遂_v ,_w 2_m 
初_d 尽_v 处_n ,_w 2_m 
无_v 以为_v ,_w 2_m 
不_d 称_v ,_w 2_m 
惭泪_n ,_w 2_m 
愁根_n ,_w 2_m 
无可医_id ,_w 2_m 
景旋生_n ,_w 2_m 
打鸣_v ,_w 2_m 
贤宰宰斯邑_ns ,_w 2_m 
政闻闾_n ,_w 2_m 
里间_n ,_w 2_m 
缘民_n ,_w 2_m 
长_a 觉吏_n ,_w 2_m 
徒_d 闲_v ,_w 2_m 
樽前浦_id ,_w 2_m 
枕_v 上山_v ,_w 2_m 
舞安_n ,_w 2_m 
晚岫无云蔽_id ,_w 2_m 
燕随_ns ,_w 2_m 
日望日_t ,_w 2_m 
昏知_v 汝道_v ,_w 2_m 
酒卫吾身_id ,_w 2_m 
拟醉春_np ,_w 2_m 
德_n 可_v 延之_v ,_w 2_m 
藓斑_n ,_w 2_m 
题字壁_n ,_w 2_m 
蒿原_ns ,_w 2_m 
禅兼律_id ,_w 2_m 
悟门_n ,_w 2_m 
眼豁_n ,_w 2_m 
心澄_a ,_w 2_m 
大道源_n ,_w 2_m 
习师_n 者_k ,_w 2_m 
锁教_v ,_w 2_m 
无_v 旧分_t ,_w 2_m 
自不定_id ,_w 2_m 
冰齿味_n ,_w 2_m 
瑶轴_n ,_w 2_m 
神鬼知_id ,_w 2_m 
群静_n ,_w 2_m 
月沈时_t ,_w 2_m 
雪峡_n ,_w 2_m 
猿_g 声健_n ,_w 2_m 
风柽_n ,_w 2_m 
鹤立危_id ,_w 2_m 
三族_nz ,_w 2_m 
吟天_v ,_w 2_m 
直道世_n ,_w 2_m 
如_v 君者_n ,_w 2_m 
身晚成_id ,_w 2_m 
初志_n ,_w 2_m 
师_g 爱_v 无_v 尘地_n ,_w 2_m 
化惯_n ,_w 2_m 
斋疏_a ,_w 2_m 
土春_n ,_w 2_m 
餧鱼_n ,_w 2_m 
田翁真_np ,_w 2_m 
供输_v ,_w 2_m 
鼓笛_v 喧_v ,_w 2_m 
吟士_n ,_w 2_m 
相知不相荐_id ,_w 2_m 
腊饶_a ,_w 2_m 
书生教_n ,_w 2_m 
转_v 难_a 知_v ,_w 2_m 
形枯柏_id ,_w 2_m 
别来春_np ,_w 2_m 
喜_v 相亲_v ,_w 2_m 
前_f 溪水_n ,_w 2_m 
无识者_n ,_w 2_m 
白日_n 生_v ,_w 2_m 
景_g 留吟_v ,_w 2_m 
游销_v ,_w 2_m 
半_m 露_v 肩_n ,_w 2_m 
上_f 庭枝_n ,_w 2_m 
愁怀切_np ,_w 2_m 
无势日_n ,_w 2_m 
闻_v 风雨_n ,_w 2_m 
系别_n ,_w 2_m 
此_r 道不闻知_id ,_w 2_m 
营生拙_a ,_w 2_m 
缘觅_v ,_w 2_m 
屋月_t ,_w 2_m 
住住_v ,_w 2_m 
偷拭_v ,_w 2_m 
况身方_n ,_w 2_m 
众僧尊_id ,_w 2_m 
水手_n ,_w 2_m 
中杖_n ,_w 2_m 
行山溪_ns ,_w 2_m 
畔藤_n ,_w 2_m 
心_n 空默_a ,_w 2_m 
眉白雪_id ,_w 2_m 
无_v 小_a 户_q ,_w 2_m 
酌行杯_nz ,_w 2_m 
关命_v ,_w 2_m 
侯门_ns 处处_d ,_w 2_m 
易颜_v ,_w 2_m 
未_d 成终_v ,_w 2_m 
